"iso3","month","access","percapita_nets","loess_predicted_access"
"BEN",5,0.838322519940359,0.711545830735639,0.831937690755666
"MLI",9,0.885376537461199,0.713999258853985,0.833402280628494
"COM",10,0.802557088596356,0.715024218040118,0.834012602032274
"COM",11,0.802920609434797,0.715448678096814,0.834265085895012
"COM",12,0.803676515315234,0.716261311855094,0.834748036551323
"MLI",12,0.887746317884392,0.717590271116548,0.835536616179915
"MLI",11,0.888249217017535,0.719211370783289,0.836496488620468
"COG",4,0.7920427662024,0.719496896152135,0.836665317364228
"NER",4,0.830219787038942,0.719774497376114,0.836829393371132
"MLI",10,0.888609848959163,0.720481548140974,0.837246995704478
"COG",3,0.798502894311615,0.730740531042716,0.843257829258966
"NER",5,0.839739680573577,0.737820564137116,0.847353314957338
"TGO",6,0.880824328000082,0.739973244674451,0.848590006203754
"COG",2,0.805031792831966,0.740760719048655,0.849041407085515
"COG",1,0.812269759144443,0.75165361397004,0.855230870757842
"NER",6,0.850551255935788,0.75654564652655,0.857977438156208
"BEN",6,0.867876266628638,0.771264511771575,0.866117380224871
"NER",7,0.859606825560825,0.773290709320494,0.867223384152571
"TGO",7,0.899746921610764,0.782443014032356,0.872175376280792
"NER",8,0.867495663595663,0.78761752617642,0.874943392115256
"NER",9,0.873981317978809,0.800593052267007,0.881783698219649
"NER",12,0.876181338476416,0.803273514789699,0.883178818892013
"NER",11,0.876590253466952,0.804815464747046,0.883978587562063
"NER",10,0.876425279809872,0.805494215021213,0.88432999347321
"BEN",7,0.892298973087553,0.82576164456474,0.894641705987448
"TGO",8,0.918344661255065,0.82761700550358,0.895568168806967
"TGO",9,0.935996070233679,0.873144467156901,0.917383379740901
"BEN",8,0.914145338965485,0.879692400078334,0.920375938767678
"TGO",12,0.945106564247523,0.895749179627776,0.927560228557836
"TGO",11,0.945212614726799,0.896793704565642,0.9280200049847
"TGO",10,0.945349782075394,0.897558506947661,0.928356067249881
"BEN",9,0.934972964676367,0.934224353237956,0.943886297763969
"BEN",12,0.945470558770079,0.961569386532407,0.954728778311063
"BEN",11,0.945668007004263,0.96271382079013,0.955168798633675
"BEN",10,0.945867774916092,0.963350823083535,0.955413239513036
